#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTC7	uniprotkb:Q13200	intact:EBI-25475903	intact:EBI-357648|uniprotkb:Q53XQ4|uniprotkb:B4DX07|uniprotkb:B4DXY1|uniprotkb:E7EW34|uniprotkb:E9PCS3|uniprotkb:Q12932|uniprotkb:Q15321|uniprotkb:Q96I12	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:psmd2_human(display_long)|uniprotkb:PSMD2(gene name)|psi-mi:PSMD2(display_short)|uniprotkb:TRAP2(gene name synonym)|uniprotkb:26S proteasome regulatory subunit RPN1(gene name synonym)|uniprotkb:26S proteasome regulatory subunit S2(gene name synonym)|uniprotkb:26S proteasome subunit p97(gene name synonym)|uniprotkb:Tumor necrosis factor type 1 receptor-associated protein 2(gene name synonym)|uniprotkb:Protein 55.11(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P53621	intact:EBI-25475903	intact:EBI-356273|intact:EBI-11576606|uniprotkb:Q5T201|uniprotkb:Q8IXZ9|intact:EBI-2559704|intact:EBI-1188425	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:copa_human(display_long)|uniprotkb:COPA(gene name)|psi-mi:COPA(display_short)|uniprotkb:Alpha-coat protein(gene name synonym)|uniprotkb:HEP-COP(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q5H9R7	intact:EBI-25475903	intact:EBI-355498|uniprotkb:Q3B7I1|uniprotkb:Q7L4R8|uniprotkb:Q8N3B2|uniprotkb:Q96MB2|uniprotkb:Q9H2K5|uniprotkb:Q9H2K6|uniprotkb:Q9HCL4|uniprotkb:Q9NUY3|uniprotkb:Q3I4Y0|uniprotkb:Q3KR35|uniprotkb:Q68CR3	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:pp6r3_human(display_long)|uniprotkb:PPP6R3(gene name)|psi-mi:PPP6R3(display_short)|uniprotkb:C11orf23(gene name synonym)|uniprotkb:KIAA1558(gene name synonym)|uniprotkb:PP6R3(gene name synonym)|uniprotkb:SAPL(gene name synonym)|uniprotkb:Sporulation-induced transcript 4-associated protein SAPL(gene name synonym)|uniprotkb:SAPS domain family member 3(gene name synonym)|uniprotkb:SAPS3(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P16615	intact:EBI-25475903	intact:EBI-358933|uniprotkb:A6NDN7|uniprotkb:B4DF05|uniprotkb:Q86VJ2|uniprotkb:P16614	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:at2a2_human(display_long)|uniprotkb:ATP2A2(gene name)|psi-mi:ATP2A2(display_short)|uniprotkb:ATP2B(gene name synonym)|uniprotkb:Calcium pump 2(gene name synonym)|uniprotkb:Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform(gene name synonym)|uniprotkb:"Endoplasmic reticulum class 1/2 Ca(2+) ATPase"(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q99460	intact:EBI-25475903	intact:EBI-357874|uniprotkb:B8ZZH9|uniprotkb:Q86VU1|uniprotkb:Q8IV79|uniprotkb:Q24JU0|uniprotkb:Q53TI2|uniprotkb:Q6GMU5|uniprotkb:Q6P2P4|uniprotkb:Q6PJM7|uniprotkb:Q6PKG9	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:psmd1_human(display_long)|uniprotkb:PSMD1(gene name)|psi-mi:PSMD1(display_short)|uniprotkb:26S proteasome regulatory subunit RPN2(gene name synonym)|uniprotkb:26S proteasome regulatory subunit S1(gene name synonym)|uniprotkb:26S proteasome subunit p112(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O43592	intact:EBI-25475903	intact:EBI-286683|uniprotkb:Q9BVS7|uniprotkb:O43784|uniprotkb:Q8WUG2|uniprotkb:A6NLH1	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:xpot_human(display_long)|uniprotkb:tRNA exportin(gene name synonym)|uniprotkb:"Exportin(tRNA)"(gene name synonym)|uniprotkb:XPOT(gene name)|psi-mi:XPOT(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q9NXS2	intact:EBI-25475903	intact:EBI-1052839|uniprotkb:Q53HE4|uniprotkb:Q96F74	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:qpctl_human(display_long)|uniprotkb:Golgi-resident glutaminyl-peptide cyclotransferase(gene name synonym)|uniprotkb:isoQC(gene name synonym)|uniprotkb:QPCTL(gene name)|psi-mi:QPCTL(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P46379	intact:EBI-25475903	intact:EBI-347552|uniprotkb:B4E3V4|uniprotkb:E7EMZ4|uniprotkb:F8VXY4|uniprotkb:Q5SQ35|uniprotkb:Q5SQ36|uniprotkb:Q5SQ37|uniprotkb:Q5SQ41|uniprotkb:Q5SRP8|uniprotkb:Q5SRP9|uniprotkb:Q5STC1|uniprotkb:Q5STX1|uniprotkb:Q5STX3|uniprotkb:Q96SA6|uniprotkb:Q9BCN4|uniprotkb:B0UX84|uniprotkb:B4DZ12|uniprotkb:A2ADJ7|uniprotkb:A3KQ42|uniprotkb:A3KQ44|uniprotkb:A6NGY6|uniprotkb:A6PWF7|uniprotkb:O95874|uniprotkb:Q5HYL9	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:bag6_human(display_long)|uniprotkb:BAT3(gene name synonym)|uniprotkb:G3(gene name synonym)|uniprotkb:HLA-B-associated transcript 3(gene name synonym)|uniprotkb:Protein G3(gene name synonym)|uniprotkb:BCL2-associated athanogene 6(gene name synonym)|uniprotkb:BAG6(gene name)|psi-mi:BAG6(display_short)|uniprotkb:BAG family molecular chaperone regulator 6(gene name synonym)|uniprotkb:Protein Scythe(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q16891	intact:EBI-25475903	intact:EBI-473801|uniprotkb:Q69HW5|uniprotkb:Q6IBL0|uniprotkb:Q7Z3X1|uniprotkb:Q8TAJ5|uniprotkb:Q9P0V2|uniprotkb:B1H0U5|uniprotkb:Q68D41|uniprotkb:B2R5N6|uniprotkb:Q14539|uniprotkb:Q15092	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:mic60_human(display_long)|uniprotkb:Mitofilin(gene name synonym)|uniprotkb:p87/89(gene name synonym)|uniprotkb:Cell proliferation-inducing gene 4/52 protein(gene name synonym)|uniprotkb:MIC60(gene name synonym)|uniprotkb:IMMT(gene name)|psi-mi:IMMT(display_short)|uniprotkb:HMP(gene name synonym)|uniprotkb:MINOS2(gene name synonym)|uniprotkb:Mitochondrial inner membrane protein(gene name synonym)|uniprotkb:PIG4(orf name)|uniprotkb:PIG52(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O95347	intact:EBI-25475903	intact:EBI-355822|uniprotkb:Q6IEE0|uniprotkb:Q9P1P2|intact:EBI-1058371	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:smc2_human(display_long)|uniprotkb:PRO0324(orf name)|uniprotkb:SMC2(gene name)|psi-mi:SMC2(display_short)|uniprotkb:CAPE(gene name synonym)|uniprotkb:SMC2L1(gene name synonym)|uniprotkb:Chromosome-associated protein E(gene name synonym)|uniprotkb:XCAP-E homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:P35606	intact:EBI-25475903	intact:EBI-1056534|uniprotkb:B4DZI8|intact:EBI-11019844	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:copb2_human(display_long)|uniprotkb:COPB2(gene name)|psi-mi:COPB2(display_short)|uniprotkb:Beta'-coat protein(gene name synonym)|uniprotkb:p102(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q9UBF2	intact:EBI-25475903	intact:EBI-1045840|uniprotkb:Q2NLA0|uniprotkb:A6NH74|uniprotkb:Q54AC3|uniprotkb:Q8WVW8	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:copg2_human(display_long)|uniprotkb:Gamma-2-coat protein(gene name synonym)|uniprotkb:COPG2(gene name)|psi-mi:COPG2(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q9P035	intact:EBI-25475903	intact:EBI-359013|uniprotkb:B4DRF4|uniprotkb:A0PJA1|uniprotkb:Q280Z3|uniprotkb:Q6PD63|uniprotkb:Q8IUI5|uniprotkb:Q8NC86|uniprotkb:Q8NCB1|uniprotkb:Q96T12|uniprotkb:Q9NQA7|intact:EBI-1049123	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:hacd3_human(display_long)|uniprotkb:Butyrate-induced protein 1(gene name synonym)|uniprotkb:PTPLAD1(gene name synonym)|uniprotkb:Protein-tyrosine phosphatase-like A domain-containing protein 1(gene name synonym)|uniprotkb:HACD3(gene name)|psi-mi:HACD3(display_short)|uniprotkb:3-hydroxyacyl-CoA dehydratase 3(gene name synonym)|uniprotkb:BIND1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:O14980	intact:EBI-25475903	intact:EBI-355867|uniprotkb:D6W5E2|uniprotkb:Q68CP3|uniprotkb:Q99433|uniprotkb:A6NL14|uniprotkb:A8K1K5|uniprotkb:Q63HP8	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:xpo1_human(display_long)|uniprotkb:CRM1(gene name synonym)|uniprotkb:XPO1(gene name)|psi-mi:XPO1(display_short)|uniprotkb:Chromosome region maintenance 1 protein homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTC7	uniprotkb:Q96CS3	intact:EBI-25475903	intact:EBI-1055805|uniprotkb:O94963|uniprotkb:Q8IUF2|uniprotkb:Q9BRP2|uniprotkb:Q9BVM7	psi-mi:ns7a_sars2(display_long)|uniprotkb:Accessory protein 7a(gene name synonym)|uniprotkb:Protein U122(gene name synonym)|uniprotkb:Protein X4(gene name synonym)|uniprotkb:7a(orf name)	psi-mi:faf2_human(display_long)|uniprotkb:Protein ETEA(gene name synonym)|uniprotkb:FAF2(gene name)|psi-mi:FAF2(display_short)|uniprotkb:ETEA(gene name synonym)|uniprotkb:KIAA0887(gene name synonym)|uniprotkb:UBXD8(gene name synonym)|uniprotkb:UBXN3B(gene name synonym)|uniprotkb:UBX domain-containing protein 3B(gene name synonym)|uniprotkb:UBX domain-containing protein 8(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510184|imex:IM-27901-19	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:Q14257	intact:EBI-25475914	intact:EBI-356710|uniprotkb:F8WCY5|uniprotkb:Q53XN8|uniprotkb:A8MTG6	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:rcn2_human(display_long)|uniprotkb:RCN2(gene name)|psi-mi:RCN2(display_short)|uniprotkb:ERC55(gene name synonym)|uniprotkb:Calcium-binding protein ERC-55(gene name synonym)|uniprotkb:E6-binding protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:O60762	intact:EBI-25475914	intact:EBI-719526|uniprotkb:O15157|uniprotkb:Q96HK0|uniprotkb:Q6IB78	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:dpm1_human(display_long)|uniprotkb:DPM1(gene name)|psi-mi:DPM1(display_short)|uniprotkb:Dolichol-phosphate mannose synthase subunit 1(gene name synonym)|uniprotkb:Dolichyl-phosphate beta-D-mannosyltransferase subunit 1(gene name synonym)|uniprotkb:Mannose-P-dolichol synthase subunit 1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:O43852	intact:EBI-25475914	intact:EBI-1171069|intact:EBI-2554631|uniprotkb:B3KPG9|uniprotkb:D6QS48|uniprotkb:D6QS49|uniprotkb:D6QS50|uniprotkb:D6QS51|uniprotkb:D6QS52|uniprotkb:D6QS53|uniprotkb:D6QS54|uniprotkb:D6QS55|uniprotkb:D6QS56|uniprotkb:D6QS57|uniprotkb:D6QS58|uniprotkb:D6QS59|uniprotkb:F5H1Q9|uniprotkb:F5H879|uniprotkb:O60456|uniprotkb:Q6FHB9|uniprotkb:Q96RL3|uniprotkb:Q9NR43	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:calu_human(display_long)|uniprotkb:CALU(gene name)|psi-mi:CALU(display_short)|uniprotkb:Crocalbin(gene name synonym)|uniprotkb:IEF SSP 9302(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:P25705	intact:EBI-25475914	intact:EBI-351437|intact:EBI-11032691|uniprotkb:B4DY56|uniprotkb:K7ENP3|uniprotkb:A8K092|uniprotkb:Q53XX6|uniprotkb:Q8IXV2|uniprotkb:Q96FB4|uniprotkb:Q96HW2|uniprotkb:Q96IR6|uniprotkb:Q9BTV8	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:atpa_human(display_long)|uniprotkb:ATP5F1A(gene name)|psi-mi:ATP5F1A(display_short)|uniprotkb:ATP synthase F1 subunit alpha(gene name synonym)|uniprotkb:ATP5A(gene name synonym)|uniprotkb:ATP5A1(gene name synonym)|uniprotkb:ATP5AL2(gene name synonym)|uniprotkb:ATPM(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:P31689	intact:EBI-25475914	intact:EBI-347834|uniprotkb:Q5T7Q0|uniprotkb:Q86TL9	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:dnja1_human(display_long)|uniprotkb:DNAJA1(gene name)|psi-mi:DNAJA1(display_short)|uniprotkb:DNAJ2(gene name synonym)|uniprotkb:HDJ2(gene name synonym)|uniprotkb:HSJ2(gene name synonym)|uniprotkb:HSPF4(gene name synonym)|uniprotkb:Heat shock 40 kDa protein 4(gene name synonym)|uniprotkb:DnaJ protein homolog 2(gene name synonym)|uniprotkb:Human DnaJ protein 2(gene name synonym)|uniprotkb:Heat shock protein J2(gene name synonym)|uniprotkb:HSDJ(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:P06576	intact:EBI-25475914	intact:EBI-356231|uniprotkb:A8K4X0|intact:EBI-2322803|uniprotkb:Q14283	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:atpb_human(display_long)|uniprotkb:ATP5F1B(gene name)|psi-mi:ATP5F1B(display_short)|uniprotkb:ATP synthase F1 subunit beta(gene name synonym)|uniprotkb:ATP5B(gene name synonym)|uniprotkb:ATPMB(gene name synonym)|uniprotkb:ATPSB(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:Q8WTT2	intact:EBI-25475914	intact:EBI-2512539|uniprotkb:Q9H9D8|uniprotkb:Q9H5M6	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:noc3l_human(display_long)|uniprotkb:NOC3L(gene name)|psi-mi:NOC3L(display_short)|uniprotkb:AD24(gene name synonym)|uniprotkb:C10orf117(gene name synonym)|uniprotkb:FAD24(gene name synonym)|uniprotkb:NOC3-like protein(gene name synonym)|uniprotkb:Nucleolar complex-associated protein 3-like protein(gene name synonym)|uniprotkb:Factor for adipocyte differentiation 24(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:Q7KZF4	intact:EBI-25475914	intact:EBI-1044112|uniprotkb:Q96AG0|uniprotkb:Q13122	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:snd1_human(display_long)|uniprotkb:100 kDa coactivator(gene name synonym)|uniprotkb:EBNA2 coactivator p100(gene name synonym)|uniprotkb:Tudor domain-containing protein 11(gene name synonym)|uniprotkb:SND1(gene name)|psi-mi:SND1(display_short)|uniprotkb:p100 co-activator(gene name synonym)|uniprotkb:TDRD11(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
uniprotkb:P0DTD8	uniprotkb:Q9NVI7	intact:EBI-25475914	intact:EBI-352007|uniprotkb:B3KPB3|uniprotkb:D2K8Q1|uniprotkb:G3V1I6|uniprotkb:Q5SV23|uniprotkb:Q8N275|uniprotkb:Q96A50	psi-mi:ns7b_sars2(display_long)|uniprotkb:Accessory protein 7b(gene name synonym)	psi-mi:atd3a_human(display_long)|uniprotkb:ATAD3A(gene name)|psi-mi:ATAD3A(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25510237|imex:IM-27901-79	intact-miscore:0.35
